source,key,surface,sensitivity,en_source,translation,status,reviewer,date,notes
shared-ui,backup_done,Backup,STANDARD,Backed up.,تم النسخ الاحتياطي.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_restore_title,Backup,STANDARD,Restore from a backup,الاستعادة من نسخة احتياطية,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_restore_hint,Backup,STANDARD,Passphrase or recovery code,عبارة المرور أو رمز الاسترداد,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_restore_action,Backup,STANDARD,Restore,استعادة,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_restore_done,Backup,STANDARD,Restored. Your writing from the backup is here now.,تمت الاستعادة. كتاباتك من النسخة الاحتياطية هنا الآن.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_error_wrong_secret,Backup,STANDARD,That didn't open the backup. The passphrase or the recovery code — either works here.,لم يفتح ذلك النسخة الاحتياطية. عبارة المرور أو رمز الاسترداد — كلاهما يصلح هنا.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_error_no_backup,Backup,STANDARD,There's no backup on this account yet.,لا توجد نسخة احتياطية على هذا الحساب بعد.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off,Backup,STANDARD,Turn off backup,إيقاف النسخ الاحتياطي,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off_subtitle,Backup,STANDARD,Removes the backup from the server. Writing on this device stays.,يزيل النسخة الاحتياطية من الخادم. الكتابات على هذا الجهاز تبقى.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off_dialog_title,Backup,STANDARD,Remove the backup?,إزالة النسخة الاحتياطية؟,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off_dialog_body,Backup,STANDARD,The encrypted copy on the server will be deleted. Everything on this device stays as it is.,ستُحذف النسخة المشفَّرة الموجودة على الخادم. كل شيء على هذا الجهاز يبقى كما هو.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off_confirm,Backup,STANDARD,Remove it,إزالتها,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,backup_off_cancel,Backup,STANDARD,Keep it,الاحتفاظ بها,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_language_label,Language settings,STANDARD,Language,اللغة,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,language_system,Language settings,STANDARD,Match my device,حسب جهازي,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,language_en,Language settings,STANDARD,English,English,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'English' in every language (do not translate) — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,language_ur,Language settings,STANDARD,اردو,اردو,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'اردو' in every language (do not translate) — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_title,Settings,STANDARD,Settings,الإعدادات,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_revisit_questions,Settings,STANDARD,Revisit the questions,العودة إلى الأسئلة,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_revisit_subtitle,Settings,STANDARD,Things change. You can answer again anytime.,الأمور تتغير. يمكنك الإجابة من جديد في أي وقت.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_all,Settings,STANDARD,Delete everything I've written,حذف كل ما كتبته,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_all_subtitle,Settings,STANDARD,Permanently removes your reflections and notes from this device.,يزيل تأملاتك وملاحظاتك من هذا الجهاز نهائيًا.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_confirm,Settings,STANDARD,Delete permanently,حذف نهائي,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_cancel,Settings,STANDARD,Keep my writing,الاحتفاظ بكتاباتي,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_dialog_title,Settings,STANDARD,Delete everything?,حذف كل شيء؟,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
shared-ui,settings_delete_dialog_body,Settings,STANDARD,This permanently removes everything you've written on this device. It can't be undone.,هذا يزيل نهائيًا كل ما كتبته على هذا الجهاز، ولا يمكن التراجع عنه.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (هدوء، تعب…) to stay gender-neutral; user-address masculine-default per convention"
