source,key,surface,sensitivity,en_source,translation,status,reviewer,date,notes
shared-ui,backup_enable,Backup,STANDARD,Turn on and back up,Activer et sauvegarder,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_note_keymodel,Backup,STANDARD,"Your backup is locked with this passphrase before it leaves your phone. We store only what we cannot read, so we can never unlock it for you.","Ta sauvegarde est verrouillée avec cette phrase secrète avant de quitter ton téléphone. Nous ne stockons que ce que nous ne pouvons pas lire, donc nous ne pourrons jamais la déverrouiller pour toi.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — SECURITY CLAIM (zero-knowledge model): 'we store only what we cannot read' must survive translation literally — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_error_weak,Backup,STANDARD,A longer passphrase is needed here.,Il faut une phrase secrète plus longue ici.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_error_unavailable,Backup,STANDARD,Aspen couldn't reach the server just now. Nothing has changed.,Aspen n'a pas pu joindre le serveur pour l'instant. Rien n'a changé.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_code_title,Backup,STANDARD,Your recovery code,Ton code de récupération,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_code_body,Backup,STANDARD,"If the passphrase is ever forgotten, this code is the only other way into your backup. Keep it somewhere safe outside this phone. We cannot recover it for you — an email reset brings back your sign-in, never your backup.","Si la phrase secrète est un jour oubliée, ce code est le seul autre moyen d'accéder à ta sauvegarde. Garde-le en lieu sûr, en dehors de ce téléphone. Nous ne pouvons pas le récupérer pour toi — une réinitialisation par e-mail restaure ta connexion, jamais ta sauvegarde.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — SECURITY CLAIM: 'email reset brings back sign-in, never your backup' must stay unambiguous — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_code_confirm,Backup,STANDARD,I wrote it down,Je l'ai noté,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_now,Backup,STANDARD,Back up now,Sauvegarder maintenant,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_now_subtitle,Backup,STANDARD,Replaces your last backup with what's written here now.,Remplace ta dernière sauvegarde par ce qui est écrit ici maintenant.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_done,Backup,STANDARD,Backed up.,Sauvegardé.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_restore_title,Backup,STANDARD,Restore from a backup,Restaurer depuis une sauvegarde,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_restore_hint,Backup,STANDARD,Passphrase or recovery code,Phrase secrète ou code de récupération,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_restore_action,Backup,STANDARD,Restore,Restaurer,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_restore_done,Backup,STANDARD,Restored. Your writing from the backup is here now.,Restauré. Tes écrits de la sauvegarde sont maintenant ici.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_error_wrong_secret,Backup,STANDARD,That didn't open the backup. The passphrase or the recovery code — either works here.,Ça n'a pas ouvert la sauvegarde. La phrase secrète ou le code de récupération — les deux fonctionnent ici.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_error_no_backup,Backup,STANDARD,There's no backup on this account yet.,Il n'y a pas encore de sauvegarde sur ce compte.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off,Backup,STANDARD,Turn off backup,Désactiver la sauvegarde,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off_subtitle,Backup,STANDARD,Removes the backup from the server. Writing on this device stays.,Supprime la sauvegarde du serveur. Les écrits sur cet appareil restent.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off_dialog_title,Backup,STANDARD,Remove the backup?,Supprimer la sauvegarde ?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off_dialog_body,Backup,STANDARD,The encrypted copy on the server will be deleted. Everything on this device stays as it is.,La copie chiffrée sur le serveur sera supprimée. Tout sur cet appareil reste tel quel.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off_confirm,Backup,STANDARD,Remove it,La supprimer,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,backup_off_cancel,Backup,STANDARD,Keep it,La garder,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_language_label,Language settings,STANDARD,Language,Langue,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,language_system,Language settings,STANDARD,Match my device,Comme mon appareil,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,language_en,Language settings,STANDARD,English,English,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'English' in every language (do not translate) — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,language_ur,Language settings,STANDARD,اردو,اردو,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'اردو' in every language (do not translate) — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_title,Settings,STANDARD,Settings,Réglages,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_revisit_questions,Settings,STANDARD,Revisit the questions,Revoir les questions,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_revisit_subtitle,Settings,STANDARD,Things change. You can answer again anytime.,Les choses changent. Tu peux répondre à nouveau à tout moment.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_all,Settings,STANDARD,Delete everything I've written,Supprimer tout ce que j'ai écrit,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_all_subtitle,Settings,STANDARD,Permanently removes your reflections and notes from this device.,Supprime définitivement tes réflexions et tes notes de cet appareil.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_confirm,Settings,STANDARD,Delete permanently,Supprimer définitivement,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_cancel,Settings,STANDARD,Keep my writing,Garder mes écrits,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_dialog_title,Settings,STANDARD,Delete everything?,Tout supprimer ?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_delete_dialog_body,Settings,STANDARD,This permanently removes everything you've written on this device. It can't be undone.,Cela supprime définitivement tout ce que tu as écrit sur cet appareil. C'est irréversible.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns to stay gender-neutral; gendered forms (Connecté·e etc.) rephrased neutral — fr is NOT yet in TARGET_LANGS; config change required"
