source,key,surface,sensitivity,en_source,translation,status,reviewer,date,notes
shared-ui,backup_note_keymodel,Backup,STANDARD,"Your backup is locked with this passphrase before it leaves your phone. We store only what we cannot read, so we can never unlock it for you.","Tu copia se cierra con esta frase de acceso antes de salir de tu teléfono. Solo guardamos lo que no podemos leer, así que nunca podremos abrirla por ti.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — SECURITY CLAIM (zero-knowledge model): 'we store only what we cannot read' must survive translation literally — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_error_weak,Backup,STANDARD,A longer passphrase is needed here.,Aquí hace falta una frase de acceso más larga.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_error_unavailable,Backup,STANDARD,Aspen couldn't reach the server just now. Nothing has changed.,Aspen no ha podido conectar con el servidor ahora mismo. Nada ha cambiado.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_code_title,Backup,STANDARD,Your recovery code,Tu código de recuperación,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_code_body,Backup,STANDARD,"If the passphrase is ever forgotten, this code is the only other way into your backup. Keep it somewhere safe outside this phone. We cannot recover it for you — an email reset brings back your sign-in, never your backup.","Si algún día se olvida la frase de acceso, este código es la única otra forma de entrar en tu copia. Guárdalo en un lugar seguro fuera de este teléfono. No podemos recuperarlo por ti: un restablecimiento por correo devuelve tu inicio de sesión, nunca tu copia.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — SECURITY CLAIM: 'email reset brings back sign-in, never your backup' must stay unambiguous — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_code_confirm,Backup,STANDARD,I wrote it down,Lo he anotado,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_now,Backup,STANDARD,Back up now,Respaldar ahora,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_now_subtitle,Backup,STANDARD,Replaces your last backup with what's written here now.,Reemplaza tu última copia con lo que está escrito aquí ahora.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_done,Backup,STANDARD,Backed up.,Copia realizada.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_restore_title,Backup,STANDARD,Restore from a backup,Restaurar desde una copia,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_restore_hint,Backup,STANDARD,Passphrase or recovery code,Frase de acceso o código de recuperación,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_restore_action,Backup,STANDARD,Restore,Restaurar,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_restore_done,Backup,STANDARD,Restored. Your writing from the backup is here now.,Restaurado. Lo escrito en tu copia ya está aquí.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_error_wrong_secret,Backup,STANDARD,That didn't open the backup. The passphrase or the recovery code — either works here.,Eso no abrió la copia. La frase de acceso o el código de recuperación: aquí valen los dos.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_error_no_backup,Backup,STANDARD,There's no backup on this account yet.,Esta cuenta aún no tiene copia de seguridad.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off,Backup,STANDARD,Turn off backup,Desactivar la copia de seguridad,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off_subtitle,Backup,STANDARD,Removes the backup from the server. Writing on this device stays.,Elimina la copia del servidor. Lo escrito en este dispositivo se queda.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off_dialog_title,Backup,STANDARD,Remove the backup?,¿Eliminar la copia?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off_dialog_body,Backup,STANDARD,The encrypted copy on the server will be deleted. Everything on this device stays as it is.,La copia cifrada del servidor se eliminará. Todo en este dispositivo se queda como está.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off_confirm,Backup,STANDARD,Remove it,Eliminarla,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_off_cancel,Backup,STANDARD,Keep it,Conservarla,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_language_label,Language settings,STANDARD,Language,Idioma,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,language_system,Language settings,STANDARD,Match my device,Como mi dispositivo,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,language_en,Language settings,STANDARD,English,English,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'English' in every language (do not translate) — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,language_ur,Language settings,STANDARD,اردو,اردو,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Endonym — stays 'اردو' in every language (do not translate) — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_title,Settings,STANDARD,Settings,Ajustes,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_revisit_questions,Settings,STANDARD,Revisit the questions,Volver a las preguntas,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_revisit_subtitle,Settings,STANDARD,Things change. You can answer again anytime.,Las cosas cambian. Puedes responder de nuevo cuando quieras.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_all,Settings,STANDARD,Delete everything I've written,Eliminar todo lo que he escrito,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_all_subtitle,Settings,STANDARD,Permanently removes your reflections and notes from this device.,Elimina permanentemente tus reflexiones y notas de este dispositivo.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_confirm,Settings,STANDARD,Delete permanently,Eliminar permanentemente,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_cancel,Settings,STANDARD,Keep my writing,Conservar lo escrito,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_dialog_title,Settings,STANDARD,Delete everything?,¿Eliminar todo?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_delete_dialog_body,Settings,STANDARD,This permanently removes everything you've written on this device. It can't be undone.,Esto elimina permanentemente todo lo que has escrito en este dispositivo. No se puede deshacer.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
